name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date,us_local_price,big_mac_ex,over_under_value
Malaysia,MYS,MYR,8.0,4.3925,11165.25,36542.33,2016-01-01,4.29,1.8648018648018647,-0.5754577427884201
Netherlands,NLD,EUR,3.45,0.930232558,53026.48,39904.24,2016-01-01,4.29,0.8041958041958043,-0.13548951035983386
Norway,NOR,NOK,46.8,8.97465,97302.71,613169.21,2016-01-01,4.29,10.909090909090908,0.21554499719664919
New Zealand,NZL,NZD,5.9,1.508068165,44285.97,53302.65,2016-01-01,4.29,1.3752913752913754,-0.08804428923716769
Pakistan,PAK,PKR,300.0,104.885,1409.47,145156.64,2016-01-01,4.29,69.93006993006993,-0.3332691049237743
Peru,PER,PEN,10.0,3.418,6584.7,18692.31,2016-01-01,4.29,2.331002331002331,-0.3180215532468312
Philippines,PHL,PHP,131.0,47.0225,2995.5,132985.88,2016-01-01,4.29,30.536130536130536,-0.350605975094252
Poland,POL,PLN,9.6,4.0477,14183.12,44730.36,2016-01-01,4.29,2.2377622377622375,-0.44715215115689466
Portugal,PRT,EUR,3.0,0.930232558,22109.32,16638.02,2016-01-01,4.29,0.6993006993006993,-0.2482517481389861
Russia,RUS,RUB,114.0,74.655,14007.51,540313.26,2016-01-01,4.29,26.573426573426573,-0.6440502769616694
Saudi Arabia,SAU,SAR,12.0,3.7543,27079.66,101548.74,2016-01-01,4.29,2.797202797202797,-0.25493359688815576
Singapore,SGP,SGD,4.7,1.43725,57564.8,72937.48,2016-01-01,4.29,1.0955710955710956,-0.23773101717091974
Sweden,SWE,SEK,45.0,8.60185,59704.81,409621.89,2016-01-01,4.29,10.48951048951049,0.21944819887704264
Thailand,THA,THB,112.0,36.22,5951.88,193315.99,2016-01-01,4.29,26.107226107226108,-0.27920413839795394
Turkey,TUR,TRY,10.25,3.0096,12079.29,26447.92,2016-01-01,4.29,2.3892773892773893,-0.20611463673664626
Taiwan,TWN,TWD,69.0,33.2315,22844.32,693787.59,2016-01-01,4.29,16.083916083916083,-0.5160039094258133
Ukraine,UKR,UAH,36.0,23.35,3119.58,37112.4,2016-01-01,4.29,8.391608391608392,-0.6406163429718034
Uruguay,URY,UYU,113.0,30.185,18109.94,420289.35,2016-01-01,4.29,26.34032634032634,-0.12737033823666258
United States,USA,USD,4.29,1.0,55083.51,55083.51,2016-01-01,4.29,1.0,0.0
Venezuela,VEN,VEF,132.0,198.6986,7107.44,,2016-01-01,4.29,30.76923076923077,-0.8451462125589674
Vietnam,VNM,VND,60000.0,22467.5,2566.85,54415204.83,2016-01-01,4.29,13986.013986013986,-0.37750021203899026
South Africa,ZAF,ZAR,28.0,15.81375,6984.93,75748.03,2016-01-01,4.29,6.526806526806527,-0.5872701587664833
UAE,ARE,AED,13.0,3.6731,47063.63,172841.17,2016-07-01,4.5,2.888888888888889,-0.21350116008578884
Argentina,ARG,ARS,50.0,14.935,13208.83,107315.21,2016-07-01,4.5,11.11111111111111,-0.25603541271435487
Australia,AUS,AUD,5.75,1.335737661,61616.04,68257.84,2016-07-01,4.5,1.2777777777777777,-0.043391666578323974
Austria,AUT,EUR,3.6,0.908306463,51814.42,38992.13,2016-07-01,4.5,0.8,-0.11924000038740219
Belgium,BEL,EUR,3.95,0.908306463,47897.04,36044.16,2016-07-01,4.5,0.8777777777777778,-0.03361055598062191
Brazil,BRA,BRL,15.5,3.24145,12601.26,29650.02,2016-07-01,4.5,3.4444444444444446,0.06262457987766114
Canada,CAN,CAD,6.0,1.303,51020.84,56365.13,2016-07-01,4.5,1.3333333333333333,0.023279611153747756
Switzerland,CHE,CHF,6.5,0.9861,89279.52,81793.53,2016-07-01,4.5,1.4444444444444444,0.46480523724210976
Chile,CHL,CLP,2300.0,651.12,14582.85,8317656.66,2016-07-01,4.5,511.1111111111111,-0.2150277811907005
China,CHN,CNY,18.6,6.678,7645.88,46971.79,2016-07-01,4.5,4.133333333333334,-0.3810522112408904
Colombia,COL,COP,8900.0,2929.0,8312.06,16633297.73,2016-07-01,4.5,1977.7777777777778,-0.3247600622131179
Costa Rica,CRI,CRC,2250.0,546.39,10853.64,5842596.58,2016-07-01,4.5,500.0,-0.08490272515968446
Czech Republic,CZE,CZK,75.0,24.54655,19915.38,413393.53,2016-07-01,4.5,16.666666666666668,-0.32101795703809016
Germany,DEU,EUR,3.79,0.908306463,48035.95,36148.7,2016-07-01,4.5,0.8422222222222222,-0.07275544485229293
Denmark,DNK,DKK,30.0,6.75715,62729.5,352067.22,2016-07-01,4.5,6.666666666666667,-0.013390753991451019
Egypt,EGY,EGP,23.0,8.87995,3705.47,25829.49,2016-07-01,4.5,5.111111111111111,-0.4244211835527102
Spain,ESP,EUR,3.5,0.908306463,29537.63,22228.08,2016-07-01,4.5,0.7777777777777778,-0.1437055559321966
Estonia,EST,EUR,3.1,0.908306463,20253.97,15241.81,2016-07-01,4.5,0.6888888888888889,-0.24156777811137414
Euro area,EUZ,EUR,3.82,0.908306463,40655.1487254911,30594.4177629289,2016-07-01,4.5,0.8488888888888888,-0.06541577818885469
Finland,FIN,EUR,4.6,0.908306463,50434.79,37953.91,2016-07-01,4.5,1.0222222222222221,0.1254155550605415
France,FRA,EUR,4.1,0.908306463,44616.46,33575.41,2016-07-01,4.5,0.911111111111111,0.00308777733656953
Britain,GBR,GBP,2.99,0.758840492,47476.19,28837.67,2016-07-01,4.5,0.6644444444444445,-0.12439511142422738
Greece,GRC,EUR,3.35,0.908306463,21554.22,16220.29,2016-07-01,4.5,0.7444444444444445,-0.18040388924938816
Hong Kong,HKG,HKD,19.2,7.7554,40185.3,311600.19,2016-07-01,4.5,4.266666666666667,-0.4498456989108664
Hungary,HUN,HUF,900.0,285.6397,14279.02,3321322.97,2016-07-01,4.5,200.0,-0.29981721728457217
Indonesia,IDN,IDR,31000.0,13112.5,3533.61,41915863.36,2016-07-01,4.5,6888.888888888889,-0.4746319245842602
India,IND,INR,162.0,67.2,1559.86,95375.74,2016-07-01,4.5,36.0,-0.4642857142857143
Ireland,IRL,EUR,4.0,0.908306463,55651.92,41879.97,2016-07-01,4.5,0.8888888888888888,-0.021377778208224764
Israel,ISR,ILS,16.9,3.85875,37856.53,135447.82,2016-07-01,4.5,3.755555555555555,-0.026742972321203765
Italy,ITA,EUR,4.2,0.908306463,35836.18,26967.96,2016-07-01,4.5,0.9333333333333333,0.02755333288136407
Japan,JPN,JPY,370.0,106.725,38522.77,4081286.51,2016-07-01,4.5,82.22222222222223,-0.22958798573696668
South Korea,KOR,KRW,4400.0,1140.95,29252.93,30798658.1,2016-07-01,4.5,977.7777777777778,-0.14301434964040685
Sri Lanka,LKA,LKR,530.0,146.2,3969.71,518592.36,2016-07-01,4.5,117.77777777777777,-0.194406444748442
Mexico,MEX,MXN,44.0,18.535,11376.93,151227.23,2016-07-01,4.5,9.777777777777779,-0.47246950214309263
Malaysia,MYS,MYR,8.0,4.027,11165.25,36542.33,2016-07-01,4.5,1.7777777777777777,-0.558535441326601
Netherlands,NLD,EUR,3.45,0.908306463,53026.48,39904.24,2016-07-01,4.5,0.7666666666666667,-0.15593833370459376
Norway,NOR,NOK,46.8,8.49355,97302.71,613169.21,2016-07-01,4.5,10.399999999999999,0.22445855973061882
New Zealand,NZL,NZD,6.0,1.421363087,44285.97,53302.65,2016-07-01,4.5,1.3333333333333333,-0.06193333320092529
Pakistan,PAK,PKR,375.0,104.82,1409.47,145156.64,2016-07-01,4.5,83.33333333333333,-0.20498632576480313
Peru,PER,PEN,10.0,3.30585,6584.7,18692.31,2016-07-01,4.5,2.2222222222222223,-0.32779096987999384
Philippines,PHL,PHP,133.0,47.115,2995.5,132985.88,2016-07-01,4.5,29.555555555555557,-0.3726932918273256
Poland,POL,PLN,9.6,3.96565,14183.12,44730.36,2016-07-01,4.5,2.1333333333333333,-0.46204699523827536
Portugal,PRT,EUR,3.05,0.908306463,22109.32,16638.02,2016-07-01,4.5,0.6777777777777777,-0.25380055588377143
Russia,RUS,RUB,130.0,63.40755,14007.51,540313.26,2016-07-01,4.5,28.88888888888889,-0.5443935479467527
Saudi Arabia,SAU,SAR,12.0,3.7505,27079.66,101548.74,2016-07-01,4.5,2.6666666666666665,-0.2889836910634138
Singapore,SGP,SGD,5.45,1.3577,57564.8,72937.48,2016-07-01,4.5,1.2111111111111112,-0.10796854156948418
Sweden,SWE,SEK,44.94,8.59485,59704.81,409621.89,2016-07-01,4.5,9.986666666666666,0.1619361206614039
Thailand,THA,THB,119.0,34.965,5951.88,193315.99,2016-07-01,4.5,26.444444444444443,-0.24368813257702157
Turkey,TUR,TRY,10.75,3.04305,12079.29,26447.92,2016-07-01,4.5,2.388888888888889,-0.21496889998886354
Taiwan,TWN,TWD,69.0,32.029,22844.32,693787.59,2016-07-01,4.5,15.333333333333334,-0.5212671849469751
Ukraine,UKR,UAH,39.0,24.8,3119.58,37112.4,2016-07-01,4.5,8.666666666666666,-0.6505376344086021
Uruguay,URY,UYU,123.0,30.165,18109.94,420289.35,2016-07-01,4.5,27.333333333333332,-0.09387258964583681
United States,USA,USD,4.5,1.0,55083.51,55083.51,2016-07-01,4.5,1.0,0.0
Venezuela,VEN,VEF,2170.0,641.4001,7107.44,,2016-07-01,4.5,482.22222222222223,-0.24817251786798558
Vietnam,VNM,VND,60000.0,22300.0,2566.85,54415204.83,2016-07-01,4.5,13333.333333333334,-0.4020926756352765
South Africa,ZAF,ZAR,30.0,14.27375,6984.93,75748.03,2016-07-01,4.5,6.666666666666667,-0.5329421724027206
UAE,ARE,AED,13.0,3.673,41422.6,152124.51,2017-01-01,4.5,2.888888888888889,-0.21347974710348794
Argentina,ARG,ARS,55.0,15.8575,14895.32,138053.32,2017-01-01,4.5,12.222222222222221,-0.2292465885402982
Australia,AUS,AUD,5.8,1.356668023,51412.41,68311.93,2017-01-01,4.5,1.2888888888888888,-0.04995999976562516
Austria,AUT,EUR,3.4,0.955246692,44267.81,39894.38,2017-01-01,4.5,0.7555555555555555,-0.20904666628716728
Belgium,BEL,EUR,3.95,0.955246692,41147.26,37082.13,2017-01-01,4.5,0.8777777777777778,-0.08109833289244434
Brazil,BRA,BRL,16.5,3.22395,9183.0,30587.72,2017-01-01,4.5,3.6666666666666665,0.13732119501439746
Canada,CAN,CAD,5.98,1.326,43626.47,55788.93,2017-01-01,4.5,1.328888888888889,0.002178649237472806
Switzerland,CHE,CHF,6.5,1.0236,84230.68,81062.03,2017-01-01,4.5,1.4444444444444444,0.4111415049281402
Chile,CHL,CLP,2450.0,672.805,13494.49,8826396.33,2017-01-01,4.5,544.4444444444445,-0.19078418792303195
China,CHN,CNY,19.6,6.9266,8034.29,50033.52,2017-01-01,4.5,4.355555555555556,-0.37118419490723353
Colombia,COL,COP,9900.0,2994.625,6337.04,17374762.97,2017-01-01,4.5,2200.0,-0.26535041950160704
Costa Rica,CRI,CRC,2250.0,554.33,11635.2,6219817.69,2017-01-01,4.5,500.0,-0.09801021052441693
Czech Republic,CZE,CZK,75.0,25.81175,17842.87,438912.25,2017-01-01,4.5,16.666666666666668,-0.3542992371045486
Germany,DEU,EUR,3.79,0.955246692,41107.1,37045.93,2017-01-01,4.5,0.8422222222222222,-0.11831966624363646
Denmark,DNK,DKK,30.0,7.10125,53478.5,359798.33,2017-01-01,4.5,6.666666666666667,-0.06119814586633808
Egypt,EGY,EGP,27.49,18.77,3933.93,28951.69,2017-01-01,4.5,6.108888888888888,-0.6745397501923874
Spain,ESP,EUR,3.95,0.955246692,25776.22,23229.66,2017-01-01,4.5,0.8777777777777778,-0.08109833289244434
Estonia,EST,EUR,3.1,0.955246692,17403.81,15684.4,2017-01-01,4.5,0.6888888888888889,-0.2788366663206525
Euro area,EUZ,EUR,3.88,0.955246692,35017.070271966,31557.5514611839,2017-01-01,4.5,0.8622222222222222,-0.09738266623359088
Finland,FIN,EUR,4.55,0.955246692,42867.09,38632.04,2017-01-01,4.5,1.011111111111111,0.05848166717452612
France,FRA,EUR,4.1,0.955246692,37937.86,34189.8,2017-01-01,4.5,0.911111111111111,-0.04620333287570184
Britain,GBR,GBP,3.09,0.82877507,45085.34,29503.89,2017-01-01,4.5,0.6866666666666666,-0.17146799955424977
Greece,GRC,EUR,3.35,0.955246692,18023.87,16243.2,2017-01-01,4.5,0.7444444444444445,-0.22067833295941477
Hong Kong,HKG,HKD,19.2,7.75595,42325.35,328095.54,2017-01-01,4.5,4.266666666666667,-0.44988471216721787
Hungary,HUN,HUF,900.0,294.6172,12700.3,3547606.84,2017-01-01,4.5,200.0,-0.3211530080389061
Indonesia,IDN,IDR,31000.0,13329.0,3367.69,45097333.64,2017-01-01,4.5,6888.888888888889,-0.4831653620760081
India,IND,INR,170.0,68.3275,1590.17,104106.27,2017-01-01,4.5,37.77777777777778,-0.44710727338512635
Ireland,IRL,EUR,4.0,0.955246692,62027.65,55899.64,2017-01-01,4.5,0.8888888888888888,-0.06946666622019683
Israel,ISR,ILS,16.9,3.855,35768.61,139026.63,2017-01-01,4.5,3.755555555555555,-0.02579622423980412
Italy,ITA,EUR,4.2,0.955246692,30463.7,27454.04,2017-01-01,4.5,0.9333333333333333,-0.022939999531206606
Japan,JPN,JPY,380.0,116.665,35005.66,4237226.28,2017-01-01,4.5,84.44444444444444,-0.2761801359067035
South Korea,KOR,KRW,4400.0,1196.45,28737.44,32500678.67,2017-01-01,4.5,977.7777777777778,-0.18276753915518593
Sri Lanka,LKA,LKR,550.0,150.06,4057.74,551596.9,2017-01-01,4.5,122.22222222222223,-0.185510980792868
Mexico,MEX,MXN,49.0,21.9505,9998.49,158458.7,2017-01-01,4.5,10.88888888888889,-0.5039343573545528
Malaysia,MYS,MYR,8.0,4.4715,9663.12,37739.28,2017-01-01,4.5,1.7777777777777777,-0.6024202666269087
Netherlands,NLD,EUR,3.61,0.955246692,45302.8,40827.12,2017-01-01,4.5,0.8022222222222222,-0.16019366626372766
Norway,NOR,NOK,49.0,8.64835,74568.14,601329.88,2017-01-01,4.5,10.88888888888889,0.2590712550820548
New Zealand,NZL,NZD,6.0,1.43358899,38200.04,54550.28,2017-01-01,4.5,1.3333333333333333,-0.06993333330961672
Pakistan,PAK,PKR,375.0,104.775,1527.37,154941.59,2017-01-01,4.5,83.33333333333333,-0.2046448739362126
Peru,PER,PEN,11.0,3.3929,6169.38,19650.23,2017-01-01,4.5,2.4444444444444446,-0.27954126427408865
Philippines,PHL,PHP,133.0,49.615,3039.23,138293.75,2017-01-01,4.5,29.555555555555557,-0.4043020143997671
Poland,POL,PLN,9.6,4.17215,12545.19,47321.18,2017-01-01,4.5,2.1333333333333333,-0.48867290645510514
Portugal,PRT,EUR,3.05,0.955246692,19252.02,17350.02,2017-01-01,4.5,0.6777777777777777,-0.29046833299290015
Russia,RUS,RUB,130.0,60.4375,9257.94,566975.33,2017-01-01,4.5,28.88888888888889,-0.5220039066988394
Saudi Arabia,SAU,SAR,12.0,3.75065,22453.59,84200.96,2017-01-01,4.5,2.6666666666666665,-0.2890121267869125
Singapore,SGP,SGD,5.6,1.43875,55645.61,76502.97,2017-01-01,4.5,1.2444444444444445,-0.13505164591176752
Sweden,SWE,SEK,48.0,9.12455,51274.28,432490.37,2017-01-01,4.5,10.666666666666666,0.16900742137055164
Thailand,THA,THB,119.0,35.573,5840.05,200008.39,2017-01-01,4.5,26.444444444444443,-0.2566147234013313
Turkey,TUR,TRY,10.75,3.91115,10973.59,29856.64,2017-01-01,4.5,2.388888888888889,-0.3892106186444169
Taiwan,TWN,TWD,69.0,31.905,22752.99,725992.95,2017-01-01,4.5,15.333333333333334,-0.5194065715927493
Ukraine,UKR,UAH,42.0,27.235,2134.77,46689.41,2017-01-01,4.5,9.333333333333334,-0.6573037145829508
Uruguay,URY,UYU,125.0,28.725,16791.91,458109.93,2017-01-01,4.5,27.77777777777778,-0.03297553428101733
United States,USA,USD,4.5,1.0,56729.68,56729.68,2017-01-01,4.5,1.0,0.0
Venezuela,VEN,VEF,3550.0,676.6047,4096.97,,2017-01-01,4.5,788.8888888888889,0.16595242227683157
Vietnam,VNM,VND,60000.0,22572.0,2581.91,56603826.6,2017-01-01,4.5,13333.333333333334,-0.40929765491168996
South Africa,ZAF,ZAR,26.32,13.9525,6256.67,79787.63,2017-01-01,4.5,5.848888888888889,-0.5807999362917836
UAE,ARE,AED,14.0,3.673,41422.6,152124.51,2017-07-01,4.5,3.111111111111111,-0.1529781891883716
Argentina,ARG,ARS,70.0,16.9675,14895.32,138053.32,2017-07-01,4.5,15.555555555555555,-0.08321464237185476
Australia,AUS,AUD,5.9,1.303016483,51412.41,68311.93,2017-07-01,4.5,1.3111111111111111,0.006212222344627983
Austria,AUT,EUR,3.4,0.875695083,44267.81,39894.38,2017-07-01,4.5,0.7555555555555555,-0.13719333336081374
Belgium,BEL,EUR,4.05,0.875695083,41147.26,37082.13,2017-07-01,4.5,0.8999999999999999,0.02775499996726592
Brazil,BRA,BRL,16.5,3.2343,9183.0,30587.72,2017-07-01,4.5,3.6666666666666665,0.13368168279586504
Canada,CAN,CAD,5.97,1.2823,43626.47,55788.93,2017-07-01,4.5,1.3266666666666667,0.034599287738178795
Switzerland,CHE,CHF,6.5,0.96415,84230.68,81062.03,2017-07-01,4.5,1.4444444444444444,0.4981532380277389
Chile,CHL,CLP,2550.0,663.355,13494.49,8826396.33,2017-07-01,4.5,566.6666666666666,-0.1457565456404691
China,CHN,CNY,19.8,6.7875,8034.29,50033.52,2017-07-01,4.5,4.4,-0.3517495395948434
Colombia,COL,COP,9900.0,3052.16,6337.04,17374762.97,2017-07-01,4.5,2200.0,-0.2791989934996854
Costa Rica,CRI,CRC,2290.0,572.495,11635.2,6219817.69,2017-07-01,4.5,508.8888888888889,-0.1111033478215724
Czech Republic,CZE,CZK,75.0,22.8561,17842.87,438912.25,2017-07-01,4.5,16.666666666666668,-0.27080006358623443
Germany,DEU,EUR,3.9,0.875695083,41107.1,37045.93,2017-07-01,4.5,0.8666666666666667,-0.010310000031521577
Denmark,DNK,DKK,30.0,6.51255,53478.5,359798.33,2017-07-01,4.5,6.666666666666667,0.02366456559514582
Egypt,EGY,EGP,31.37,17.885,3933.93,28951.69,2017-07-01,4.5,6.971111111111111,-0.6102258254900135
Spain,ESP,EUR,3.8,0.875695083,25776.22,23229.66,2017-07-01,4.5,0.8444444444444444,-0.035686666697380034
Estonia,EST,EUR,3.15,0.875695083,17403.81,15684.4,2017-07-01,4.5,0.7,-0.2006350000254598
Euro area,EUZ,EUR,3.91,0.875695083,35017.070271966,31557.5514611839,2017-07-01,4.5,0.8688888888888889,-0.007772333364935717
Finland,FIN,EUR,4.56,0.875695083,42867.09,38632.04,2017-07-01,4.5,1.0133333333333332,0.1571759999631438
France,FRA,EUR,4.1,0.875695083,37937.86,34189.8,2017-07-01,4.5,0.911111111111111,0.04044333330019508
Britain,GBR,GBP,3.19,0.775885479,45085.34,29503.89,2017-07-01,4.5,0.7088888888888889,-0.08634855519845493
Greece,GRC,EUR,3.35,0.875695083,18023.87,16243.2,2017-07-01,4.5,0.7444444444444445,-0.1498816666937429
Hong Kong,HKG,HKD,19.2,7.8115,42325.35,328095.54,2017-07-01,4.5,4.266666666666667,-0.453796752651006
Hungary,HUN,HUF,862.0,268.6239,12700.3,3547606.84,2017-07-01,4.5,191.55555555555554,-0.2869005492230753
Indonesia,IDN,IDR,32126.0,13369.5,3367.69,45097333.64,2017-07-01,4.5,7139.111111111111,-0.4660151007060016
India,IND,INR,178.0,64.5575,1590.17,104106.27,2017-07-01,4.5,39.55555555555556,-0.38728179443820543
Ireland,IRL,EUR,4.07,0.875695083,62027.65,55899.64,2017-07-01,4.5,0.9044444444444445,0.03283033330043776
Israel,ISR,ILS,16.9,3.5405,35768.61,139026.63,2017-07-01,4.5,3.755555555555555,0.06074157761772486
Italy,ITA,EUR,4.2,0.875695083,30463.7,27454.04,2017-07-01,4.5,0.9333333333333333,0.06581999996605367
Japan,JPN,JPY,380.0,113.06,35005.66,4237226.28,2017-07-01,4.5,84.44444444444444,-0.2531006152092301
South Korea,KOR,KRW,4400.0,1144.65,28737.44,32500678.67,2017-07-01,4.5,977.7777777777778,-0.14578449501788515
Sri Lanka,LKA,LKR,580.0,153.725,4057.74,551596.9,2017-07-01,4.5,128.88888888888889,-0.16156195225962666
Mexico,MEX,MXN,49.0,17.79075,9998.49,158458.7,2017-07-01,4.5,10.88888888888889,-0.3879466077096868
Malaysia,MYS,MYR,8.6,4.2935,9663.12,37739.28,2017-07-01,4.5,1.911111111111111,-0.5548827038287851
Netherlands,NLD,EUR,3.61,0.875695083,45302.8,40827.12,2017-07-01,4.5,0.8022222222222222,-0.08390233336251109
Norway,NOR,NOK,49.0,8.2852,74568.14,601329.88,2017-07-01,4.5,10.88888888888889,0.3142578198340281
New Zealand,NZL,NZD,6.1,1.376273053,38200.04,54550.28,2017-07-01,4.5,1.3555555555555554,-0.015053333638469939
Pakistan,PAK,PKR,375.0,105.15,1527.37,154941.59,2017-07-01,4.5,83.33333333333333,-0.20748137581233167
Peru,PER,PEN,10.5,3.2515,6169.38,19650.23,2017-07-01,4.5,2.3333333333333335,-0.28238249013275923
Philippines,PHL,PHP,134.0,50.5765,3039.23,138293.75,2017-07-01,4.5,29.77777777777778,-0.4112329287756611
Poland,POL,PLN,10.1,3.7086,12545.19,47321.18,2017-07-01,4.5,2.2444444444444445,-0.39480007430177305
Portugal,PRT,EUR,3.25,0.875695083,19252.02,17350.02,2017-07-01,4.5,0.7222222222222222,-0.17525833335960136
Russia,RUS,RUB,137.0,60.1369,9257.94,566975.33,2017-07-01,4.5,30.444444444444443,-0.4937476916095701
Saudi Arabia,SAU,SAR,12.0,3.75015,22453.59,84200.96,2017-07-01,4.5,2.6666666666666665,-0.2889173321956011
Singapore,SGP,SGD,5.6,1.3777,55645.61,76502.97,2017-07-01,4.5,1.2444444444444445,-0.09672320211624844
Sweden,SWE,SEK,48.97,8.41565,51274.28,432490.37,2017-07-01,4.5,10.882222222222222,0.2930934891805413
Thailand,THA,THB,119.0,34.0365,5840.05,200008.39,2017-07-01,4.5,26.444444444444443,-0.2230562941417465
Turkey,TUR,TRY,10.75,3.57605,10973.59,29856.64,2017-07-01,4.5,2.388888888888889,-0.3319755347691199
Taiwan,TWN,TWD,69.0,30.4775,22752.99,725992.95,2017-07-01,4.5,15.333333333333334,-0.49689661772345717
Ukraine,UKR,UAH,44.0,25.915,2134.77,46689.41,2017-07-01,4.5,9.777777777777779,-0.6226981370720518
Uruguay,URY,UYU,130.0,28.705,16791.91,458109.93,2017-07-01,4.5,28.88888888888889,0.006406162302347709
United States,USA,USD,4.5,1.0,56729.68,56729.68,2017-07-01,4.5,1.0,0.0
Venezuela,VEN,VEF,10950.0,2700.0,4096.97,,2017-07-01,4.5,2433.3333333333335,-0.09876543209876537
Vietnam,VNM,VND,60000.0,22732.5,2581.91,56603826.6,2017-07-01,4.5,13333.333333333334,-0.4134682356391363
South Africa,ZAF,ZAR,30.0,13.27,6256.67,79787.63,2017-07-01,4.5,6.666666666666667,-0.49761366490831443
UAE,ARE,AED,14.0,3.673,40483.34,148675.05,2018-01-01,4.61,3.036876355748373,-0.173189121767391
Argentina,ARG,ARS,75.0,18.9375,12772.87,188760.96,2018-01-01,4.61,16.268980477223426,-0.14091192199480257
Australia,AUS,AUD,5.9,1.253682693,51815.35,69654.69,2018-01-01,4.61,1.2798264642082429,0.020853579102764922
Austria,AUT,EUR,3.4,0.816826629,45278.83,40917.16,2018-01-01,4.61,0.7375271149674619,-0.09708243000062391
Belgium,BEL,EUR,4.1,0.816826629,42076.4,38023.21,2018-01-01,4.61,0.8893709327548805,0.08881236382277703
Brazil,BRA,BRL,16.5,3.2279,9117.56,31815.8,2018-01-01,4.61,3.579175704989154,0.1088248412246829
Canada,CAN,CAD,6.55,1.2459,42382.64,56183.06,2018-01-01,4.61,1.4208242950108458,0.14039994783758394
Switzerland,CHE,CHF,6.5,0.96085,82577.04,81370.95,2018-01-01,4.61,1.4099783080260302,0.46742811888018965
Chile,CHL,CLP,2600.0,605.935,13722.88,9289553.72,2018-01-01,4.61,563.9913232104121,-0.06922141284063112
China,CHN,CNY,20.4,6.432,8063.45,53578.24,2018-01-01,4.61,4.425162689804772,-0.31200828827662136
Colombia,COL,COP,10900.0,2844.12,6037.13,18444989.55,2018-01-01,4.61,2364.4251626898044,-0.1686619542460218
Costa Rica,CRI,CRC,2290.0,568.53,11986.92,6529710.51,2018-01-01,4.61,496.7462039045553,-0.12626210770837898
Czech Republic,CZE,CZK,79.0,20.747,18553.3,453441.22,2018-01-01,4.61,17.136659436008674,-0.17401747549001426
Germany,DEU,EUR,3.9,0.816826629,42124.2,38066.41,2018-01-01,4.61,0.8459869848156182,0.035699565587519744
Denmark,DNK,DKK,30.0,6.0827,54862.85,369321.24,2018-01-01,4.61,6.507592190889371,0.06985256397477614
Egypt,EGY,EGP,34.21,17.7,3862.01,31471.43,2018-01-01,4.61,7.420824295010846,-0.5807443901123815
Spain,ESP,EUR,3.95,0.816826629,26549.36,23991.88,2018-01-01,4.61,0.8568329718004338,0.04897776514633413
Estonia,EST,EUR,3.15,0.816826629,18290.29,16528.4,2018-01-01,4.61,0.6832971800433839,-0.1634734277946956
Euro area,EUZ,EUR,3.95,0.816826629,35606.9509627942,32176.9644997585,2018-01-01,4.61,0.8568329718004338,0.04897776514633413
Finland,FIN,EUR,4.56,0.816826629,43865.76,39640.2,2018-01-01,4.61,0.9891540130151842,0.21097179976386912
France,FRA,EUR,4.2,0.816826629,38348.51,34654.43,2018-01-01,4.61,0.911062906724512,0.11536876294040596
Britain,GBR,GBP,3.19,0.72285673,41275.86,30457.3,2018-01-01,4.61,0.6919739696312364,-0.042723210682099604
Greece,GRC,EUR,3.35,0.816826629,17906.08,16181.2,2018-01-01,4.61,0.7266811279826464,-0.11036062955943816
Hong Kong,HKG,HKD,20.5,7.819,43488.2,337566.31,2018-01-01,4.61,4.4468546637744035,-0.4312757815865963
Hungary,HUN,HUF,864.0,252.14215,13083.4,3683282.4,2018-01-01,4.61,187.41865509761388,-0.25669446739621327
Indonesia,IDN,IDR,35750.0,13359.0,3605.72,47976388.46,2018-01-01,4.61,7754.880694143167,-0.41950140772938344
India,IND,INR,180.0,63.86125,1714.28,114980.22,2018-01-01,4.61,39.04555314533622,-0.3885877093646582
Ireland,IRL,EUR,4.07,0.816826629,62556.63,56530.6,2018-01-01,4.61,0.8828633405639913,0.08084544408748856
Israel,ISR,ILS,16.5,3.43635,37197.25,142858.52,2018-01-01,4.61,3.579175704989154,0.041563200776741
Italy,ITA,EUR,4.2,0.816826629,31190.79,28186.21,2018-01-01,4.61,0.911062906724512,0.11536876294040596
Japan,JPN,JPY,380.0,110.725,39411.42,4287683.07,2018-01-01,4.61,82.4295010845987,-0.25554751786318625
South Korea,KOR,KRW,4400.0,1069.25,29274.23,33987783.51,2018-01-01,4.61,954.4468546637744,-0.10736791707853693
Sri Lanka,LKA,LKR,580.0,153.8,4150.37,604300.05,2018-01-01,4.61,125.81344902386117,-0.1819671714963514
Mexico,MEX,MXN,48.0,18.6635,9063.54,169162.39,2018-01-01,4.61,10.412147505422993,-0.44211174187998
Malaysia,MYS,MYR,9.0,3.954,9523.32,39505.49,2018-01-01,4.61,1.9522776572668112,-0.5062524893103664
Netherlands,NLD,EUR,3.71,0.816826629,46165.18,41718.12,2018-01-01,4.61,0.8047722342733188,-0.014757592735974868
Norway,NOR,NOK,49.0,7.8501,70629.25,593285.7,2018-01-01,4.61,10.629067245119305,0.3540040566514191
New Zealand,NZL,NZD,6.2,1.374664925,39414.45,56551.68,2018-01-01,4.61,1.3449023861171365,-0.02165075891702373
