name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date,us_local_price,big_mac_ex,over_under_value
Pakistan,PAK,PKR,375.0,110.505,1566.63,163469.95,2018-01-01,4.61,81.34490238611713,-0.26388034581134673
Peru,PER,PEN,10.5,3.212,6212.8,20971.83,2018-01-01,4.61,2.27765726681128,-0.2908912618893899
Philippines,PHL,PHP,134.0,50.725,3107.65,147589.8,2018-01-01,4.61,29.067245119305856,-0.42696411790427097
Poland,POL,PLN,10.1,3.40575,12369.89,48810.67,2018-01-01,4.61,2.1908893709327546,-0.356708692378256
Portugal,PRT,EUR,3.2,0.816826629,19986.36,18061.09,2018-01-01,4.61,0.6941431670281996,-0.15019522823588122
Russia,RUS,RUB,130.0,56.745,8723.52,583200.05,2018-01-01,4.61,28.199566160520604,-0.5030475608331905
Saudi Arabia,SAU,SAR,12.0,3.7503,21515.64,80683.66,2018-01-01,4.61,2.6030368763557483,-0.30591235998300187
Singapore,SGP,SGD,5.8,1.32255,56895.64,78603.97,2018-01-01,4.61,1.2581344902386116,-0.04870553836254836
Sweden,SWE,SEK,49.1,8.0188,51590.47,441717.2,2018-01-01,4.61,10.650759219088936,0.3282235769802134
Thailand,THA,THB,119.0,31.95,5993.31,211542.11,2018-01-01,4.61,25.81344902386117,-0.19206732319683342
Turkey,TUR,TRY,10.75,3.8026,10891.19,32908.1,2018-01-01,4.61,2.331887201735358,-0.3867650550319892
Taiwan,TWN,TWD,69.0,29.553,23070.73,745769.13,2018-01-01,4.61,14.967462039045552,-0.493538319661437
Ukraine,UKR,UAH,47.0,28.715,2200.85,56238.89,2018-01-01,4.61,10.195227765726681,-0.644951148677462
Uruguay,URY,UYU,140.0,28.58,16544.82,498178.31,2018-01-01,4.61,30.368763557483728,0.0625879481274923
United States,USA,USD,4.61,1.0,57839.99,57839.99,2018-01-01,4.61,1.0,0.0
Venezuela,VEN,VEF,0.0,0.0,3676.38,,2018-01-01,4.61,0.0,
Vietnam,VNM,VND,65000.0,22711.5,2720.17,60838178.11,2018-01-01,4.61,14099.783080260302,-0.37917869448251756
South Africa,ZAF,ZAR,30.0,12.25815,5750.79,84611.3,2018-01-01,4.61,6.507592190889371,-0.46912118134552355
United Arab Emirates,ARE,AED,14.0,3.67315,40483.34,148675.05,2018-07-01,4.62,3.0303030303030303,-0.17501244699970592
Argentina,ARG,ARS,75.0,27.725,12772.87,188760.96,2018-07-01,4.62,16.233766233766232,-0.4144719122176292
Australia,AUS,AUD,6.05,1.339853956,51815.35,69654.69,2018-07-01,4.62,1.3095238095238095,-0.022636904821132967
Austria,AUT,EUR,3.4,0.853205921,45278.83,40917.16,2018-07-01,4.62,0.7359307359307359,-0.13745238070056026
Azerbaijan,AZE,AZN,3.95,1.70175,3897.71,6225.81,2018-07-01,4.62,0.854978354978355,-0.497588743952781
Belgium,BEL,EUR,4.1,0.853205921,42076.4,38023.21,2018-07-01,4.62,0.8874458874458874,0.040130952684618484
Bahrain,BHR,BHD,1.2,0.37955,22641.28,8513.12,2018-07-01,4.62,0.2597402597402597,-0.31566260113223626
Brazil,BRA,BRL,16.9,3.83835,9117.56,31815.8,2018-07-01,4.62,3.6580086580086575,-0.04698407961528851
Canada,CAN,CAD,6.65,1.31235,42382.64,56183.06,2018-07-01,4.62,1.4393939393939394,0.09680644598920986
Switzerland,CHE,CHF,6.5,0.99325,82577.04,81370.95,2018-07-01,4.62,1.406926406926407,0.41648769889394105
Chile,CHL,CLP,2640.0,651.73,13722.88,9289553.72,2018-07-01,4.62,571.4285714285714,-0.12321272393695022
China,CHN,CNY,20.5,6.622,8063.45,53578.24,2018-07-01,4.62,4.437229437229437,-0.3299260892133136
Colombia,COL,COP,11900.0,2874.07,6037.13,18444989.55,2018-07-01,4.62,2575.7575757575755,-0.10379441845272544
Costa Rica,CRI,CRC,2290.0,567.8,11986.92,6529710.51,2018-07-01,4.62,495.67099567099564,-0.12703241340085297
Czech Republic,CZE,CZK,75.0,22.06475,18553.3,453441.22,2018-07-01,4.62,16.233766233766232,-0.2642669310204633
Germany,DEU,EUR,4.12,0.853205921,42124.2,38066.41,2018-07-01,4.62,0.8917748917748918,0.0452047622099094
Denmark,DNK,DKK,30.0,6.3591,54862.85,369321.24,2018-07-01,4.62,6.4935064935064934,0.02113608741905202
Egypt,EGY,EGP,31.37,17.905,3862.01,31471.43,2018-07-01,4.62,6.79004329004329,-0.6207739017010171
Spain,ESP,EUR,4.1,0.853205921,26549.36,23991.88,2018-07-01,4.62,0.8874458874458874,0.040130952684618484
Estonia,EST,EUR,3.15,0.853205921,18290.29,16528.4,2018-07-01,4.62,0.6818181818181818,-0.20087499976669554
Euro area,EUZ,EUR,4.04,0.853205921,35606.9509627942,32176.9644997585,2018-07-01,4.62,0.8744588744588745,0.024909524108746143
Finland,FIN,EUR,4.62,0.853205921,43865.76,39640.2,2018-07-01,4.62,1.0,0.17205000034217996
France,FRA,EUR,4.2,0.853205921,38348.51,34654.43,2018-07-01,4.62,0.9090909090909091,0.06550000031107264
Britain,GBR,GBP,3.19,0.753863551,41275.86,30457.3,2018-07-01,4.62,0.6904761904761905,-0.08408333370107392
Greece,GRC,EUR,3.35,0.853205921,17906.08,16181.2,2018-07-01,4.62,0.7251082251082251,-0.15013690451378722
Guatemala,GTM,GTQ,25.0,7.4871,3982.02,30271.92,2018-07-01,4.62,5.411255411255411,-0.2772561590929184
Hong Kong,HKG,HKD,20.0,7.84825,43488.2,337566.31,2018-07-01,4.62,4.329004329004329,-0.4484115147957406
Honduras,HND,HNL,85.0,23.9926,2342.02,53480.16,2018-07-01,4.62,18.3982683982684,-0.23316904386067372
Croatia,HRV,HRK,21.0,6.31275,12548.25,11339.48,2018-07-01,4.62,4.545454545454545,-0.27995650937316624
Hungary,HUN,HUF,850.0,276.4302,13083.4,3683282.4,2018-07-01,4.62,183.98268398268397,-0.33443348815475316
Indonesia,IDN,IDR,31500.0,14360.0,3605.72,47976388.46,2018-07-01,4.62,6818.181818181818,-0.5251962522157508
India,IND,INR,173.0,68.825,1714.28,114980.22,2018-07-01,4.62,37.44588744588744,-0.45592608142553664
Ireland,IRL,EUR,4.07,0.853205921,62556.63,56530.6,2018-07-01,4.62,0.880952380952381,0.032520238396682444
Israel,ISR,ILS,17.0,3.6349,37197.25,142858.52,2018-07-01,4.62,3.6796536796536796,0.012312217572334755
Italy,ITA,EUR,4.2,0.853205921,31190.79,28186.21,2018-07-01,4.62,0.9090909090909091,0.06550000031107264
Jordan,JOR,JOD,1.95,0.71005,4181.26,2964.5,2018-07-01,4.62,0.42207792207792205,-0.4055659149666614
Japan,JPN,JPY,390.0,111.25,39411.42,4287683.07,2018-07-01,4.62,84.41558441558442,-0.2412082299722749
South Korea,KOR,KRW,4500.0,1116.0,29274.23,33987783.51,2018-07-01,4.62,974.025974025974,-0.127216869152353
Kuwait,KWT,KWD,1.05,0.3025,24800.54,7493.69,2018-07-01,4.62,0.22727272727272727,-0.24868519909842224
Lebanon,LBN,LBP,6500.0,1511.0,7617.73,11483731.47,2018-07-01,4.62,1406.9264069264068,-0.06887729521746737
Sri Lanka,LKA,LKR,580.0,159.27,4150.37,604300.05,2018-07-01,4.62,125.54112554112554,-0.2117716736288973
Lithuania,LTU,EUR,2.8,0.853205921,15004.17,13558.83,2018-07-01,4.62,0.606060606060606,-0.289666666459285
Latvia,LVA,EUR,2.7,0.853205921,14259.25,12885.67,2018-07-01,4.62,0.5844155844155844,-0.31503571408573905
Moldova,MDA,MDL,43.0,16.6526,2857.88,56937.86,2018-07-01,4.62,9.307359307359308,-0.44108671874906574
Mexico,MEX,MXN,49.0,19.0515,9063.54,169162.39,2018-07-01,4.62,10.606060606060606,-0.44329524677528775
Malaysia,MYS,MYR,8.45,4.0225,9523.32,39505.49,2018-07-01,4.62,1.8290043290043287,-0.5453065683022178
Nicaragua,NIC,NIO,103.0,31.5872,2091.46,59860.02,2018-07-01,4.62,22.294372294372295,-0.2941959941250793
Netherlands,NLD,EUR,3.79,0.853205921,46165.18,41718.12,2018-07-01,4.62,0.8203463203463204,-0.03851309495738914
Norway,NOR,NOK,42.0,8.0415,70629.25,593285.7,2018-07-01,4.62,9.09090909090909,0.13049917190935656
New Zealand,NZL,NZD,6.2,1.464343242,39414.45,56551.68,2018-07-01,4.62,1.341991341991342,-0.08355411251910426
Oman,OMN,OMR,1.05,0.385,17020.39,6544.34,2018-07-01,4.62,0.22727272727272727,-0.40968122786304606
Pakistan,PAK,PKR,375.0,121.49,1566.63,163469.95,2018-07-01,4.62,81.16883116883116,-0.331888787811086
Peru,PER,PEN,10.5,3.2715,6212.8,20971.83,2018-07-01,4.62,2.2727272727272725,-0.30529504119600415
Philippines,PHL,PHP,140.0,53.487,3107.65,147589.8,2018-07-01,4.62,30.3030303030303,-0.4334505524140389
Poland,POL,PLN,10.1,3.68695,12369.89,48810.67,2018-07-01,4.62,2.186147186147186,-0.4070580869967897
Portugal,PRT,EUR,3.25,0.853205921,19986.36,18061.09,2018-07-01,4.62,0.7034632034632035,-0.1755059521402414
Qatar,QAT,QAR,12.0,3.641,57965.38,210993.97,2018-07-01,4.62,2.5974025974025974,-0.2866238403178804
Romania,ROU,RON,9.2,3.97325,9378.96,38061.44,2018-07-01,4.62,1.9913419913419912,-0.49881281285043955
Russia,RUS,RUB,130.0,62.14065,8723.52,583200.05,2018-07-01,4.62,28.138528138528137,-0.5471800160035639
Saudi Arabia,SAU,SAR,12.0,3.7504,21515.64,80683.66,2018-07-01,4.62,2.5974025974025974,-0.3074331811533177
Singapore,SGP,SGD,5.8,1.35585,56895.64,78603.97,2018-07-01,4.62,1.2554112554112553,-0.07407806511689692
Slovakia,SVK,EUR,3.0,0.853205921,16572.74,14976.3,2018-07-01,4.62,0.6493506493506493,-0.23892857120637667
Slovenia,SVN,EUR,2.3,0.853205921,21681.34,19592.79,2018-07-01,4.62,0.4978354978354978,-0.41651190459155546
Sweden,SWE,SEK,51.0,8.7526,51590.47,441717.2,2018-07-01,4.62,11.03896103896104,0.2612207845624203
Thailand,THA,THB,119.0,33.17,5993.31,211542.11,2018-07-01,4.62,25.757575757575758,-0.22346771909629917
Turkey,TUR,TRY,10.75,4.70625,10891.19,32908.1,2018-07-01,4.62,2.326839826839827,-0.5055851629556809
Taiwan,TWN,TWD,69.0,30.3725,23070.73,745769.13,2018-07-01,4.62,14.935064935064934,-0.5082701478289593
Ukraine,UKR,UAH,50.0,26.199,2200.85,56238.89,2018-07-01,4.62,10.822510822510822,-0.5869113010988656
Uruguay,URY,UYU,140.0,31.31,16544.82,498178.31,2018-07-01,4.62,30.3030303030303,-0.03216128064419348
United States,USA,USD,4.62,1.0,57839.99,57839.99,2018-07-01,4.62,1.0,0.0
Vietnam,VNM,VND,65000.0,23039.5,2720.17,60838178.11,2018-07-01,4.62,14069.264069264069,-0.389341605969571
South Africa,ZAF,ZAR,31.0,13.3619,5750.79,84611.3,2018-07-01,4.62,6.7099567099567095,-0.49782914780407655
United Arab Emirates,ARE,AED,14.0,3.67315,41971.75,154141.26,2019-01-01,4.71,2.9723991507431,-0.19077654036913824
Argentina,ARG,ARS,75.0,37.455,14618.33,242031.43,2019-01-01,4.71,15.923566878980893,-0.5748613835541078
Australia,AUS,AUD,6.1,1.401639919,55804.16,72777.93,2019-01-01,4.71,1.2951167728237791,-0.07599893862342318
Austria,AUT,EUR,3.76,0.872486149,47320.54,41903.19,2019-01-01,4.71,0.7983014861995753,-0.08502675129622567
Azerbaijan,AZE,AZN,3.95,1.6965,4217.65,7170.01,2019-01-01,4.71,0.8386411889596603,-0.5056639027647154
Belgium,BEL,EUR,4.2,0.872486149,44274.07,39205.49,2019-01-01,4.71,0.89171974522293,0.022044586318045917
Bahrain,BHR,BHD,1.2,0.377,23631.59,8885.48,2019-01-01,4.71,0.25477707006369427,-0.32419875314669955
Brazil,BRA,BRL,16.9,3.71795,10419.58,33252.86,2019-01-01,4.71,3.5881104033970272,-0.03492236221653676
Canada,CAN,CAD,6.77,1.3314,45191.99,58656.31,2019-01-01,4.71,1.4373673036093417,0.07959088448951616
Switzerland,CHE,CHF,6.5,0.98165,82584.38,81320.15,2019-01-01,4.71,1.3800424628450105,0.405839619869618
Chile,CHL,CLP,2640.0,678.99,15003.77,9735221.28,2019-01-01,4.71,560.5095541401274,-0.17449512637869863
China,CHN,CNY,20.9,6.8497,8760.26,59208.4,2019-01-01,4.71,4.437367303609341,-0.35218078111313766
Colombia,COL,COP,11900.0,3191.5,6577.29,19411356.58,2019-01-01,4.71,2526.539278131635,-0.20835366500653768
Costa Rica,CRI,CRC,2290.0,606.975,12185.26,6915180.15,2019-01-01,4.71,486.1995753715499,-0.19897924070752523
Czech Republic,CZE,CZK,85.0,22.31165,20605.83,481688.64,2019-01-01,4.71,18.046709129511676,-0.19115309134413297
Germany,DEU,EUR,4.12,0.872486149,44636.83,39526.72,2019-01-01,4.71,0.8747346072186837,0.0025770703881783812
Denmark,DNK,DKK,30.0,6.51545,57772.55,381466.02,2019-01-01,4.71,6.369426751592357,-0.022411843910649817
Egypt,EGY,EGP,40.0,17.91,2592.71,38402.31,2019-01-01,4.71,8.492569002123142,-0.5258197095408631
Spain,ESP,EUR,3.95,0.872486149,28211.93,24982.17,2019-01-01,4.71,0.8386411889596603,-0.038791400962790136
Estonia,EST,EUR,3.2,0.872486149,20430.57,18091.64,2019-01-01,4.71,0.6794055201698515,-0.2212993628052983
Euro area,EUZ,EUR,4.05,0.872486149,37625.3983272487,33317.9417601676,2019-01-01,4.71,0.8598726114649681,-0.01445700605045584
Finland,FIN,EUR,4.62,0.872486149,46437.21,41120.99,2019-01-01,4.71,0.9808917197452229,0.12424904494985048
France,FRA,EUR,4.2,0.872486149,40134.13,35539.49,2019-01-01,4.71,0.89171974522293,0.022044586318045917
Britain,GBR,GBP,3.19,0.78320802,40666.83,31571.9,2019-01-01,4.71,0.6772823779193206,-0.13524585981726725
Greece,GRC,EUR,3.35,0.872486149,18552.18,16428.29,2019-01-01,4.71,0.7112526539278132,-0.18479777043679665
Guatemala,GTM,GTQ,25.0,7.7283,4234.38,31126.7,2019-01-01,4.71,5.307855626326964,-0.3131923416110964
Hong Kong,HKG,HKD,20.0,7.83435,46025.67,358689.51,2019-01-01,4.71,4.246284501061571,-0.4579914733115611
Honduras,HND,HNL,85.0,24.3391,2451.94,57588.83,2019-01-01,4.71,18.046709129511676,-0.25853013753541926
Croatia,HRV,HRK,21.0,6.47885,13556.32,12004.36,2019-01-01,4.71,4.45859872611465,-0.3118225107673971
Hungary,HUN,HUF,850.0,280.26875,14606.27,4008446.32,2019-01-01,4.71,180.46709129511677,-0.35609270996100434
Indonesia,IDN,IDR,33000.0,14090.0,3885.47,51997473.56,2019-01-01,4.71,7006.369426751592,-0.5027417014370765
India,IND,INR,178.0,69.685,1957.97,126200.67,2019-01-01,4.71,37.79193205944798,-0.45767479286147694
Ireland,IRL,EUR,4.07,0.872486149,69864.67,61866.42,2019-01-01,4.71,0.8641188959660298,-0.009590127067988828
Israel,ISR,ILS,17.0,3.70785,40603.84,146155.79,2019-01-01,4.71,3.6093418259023355,-0.026567464729604636
Italy,ITA,EUR,4.2,0.872486149,32648.76,28911.06,2019-01-01,4.71,0.89171974522293,0.022044586318045917
Jordan,JOR,JOD,1.95,0.7096,4257.91,3018.85,2019-01-01,4.71,0.4140127388535032,-0.41655476486259413
Japan,JPN,JPY,390.0,108.44,38903.3,4363632.78,2019-01-01,4.71,82.80254777070064,-0.23642062181205603
South Korea,KOR,KRW,4500.0,1118.6,31600.74,35740457.55,2019-01-01,4.71,955.4140127388536,-0.145884129502187
Kuwait,KWT,KWD,1.05,0.3031,26816.64,8134.83,2019-01-01,4.71,0.2229299363057325,-0.2645003751048086
Lebanon,LBN,LBP,6500.0,1507.0,7776.01,11722338.7,2019-01-01,4.71,1380.0424628450107,-0.08424521377238836
Sri Lanka,LKA,LKR,580.0,182.245,4401.06,670925.15,2019-01-01,4.71,123.14225053078556,-0.32430381886589177
Lithuania,LTU,EUR,2.85,0.872486149,16879.45,14947.06,2019-01-01,4.71,0.6050955414012739,-0.3064697449984689
Latvia,LVA,EUR,2.8,0.872486149,15626.28,13837.35,2019-01-01,4.71,0.5944798301486199,-0.3186369424546361
Moldova,MDA,MDL,40.0,17.263,3422.64,63313.07,2019-01-01,4.71,8.492569002123142,-0.5080479058029809
Mexico,MEX,MXN,49.0,19.30875,9599.36,181682.49,2019-01-01,4.71,10.40339702760085,-0.4612081554942267
Malaysia,MYS,MYR,9.05,4.1175,9965.12,42854.42,2019-01-01,4.71,1.9214437367303612,-0.5333469977582608
Nicaragua,NIC,NIO,103.0,32.3607,2147.86,64544.53,2019-01-01,4.71,21.86836518046709,-0.32423077435076836
Netherlands,NLD,EUR,4.0,0.872486149,48799.87,43213.17,2019-01-01,4.71,0.8492569002123143,-0.026624203506622923
Norway,NOR,NOK,50.0,8.5329,75940.15,628151.62,2019-01-01,4.71,10.615711252653927,0.2440918389590793
New Zealand,NZL,NZD,6.2,1.479289941,42275.79,59472.27,2019-01-01,4.71,1.3163481953290872,-0.11014862006075982
Oman,OMN,OMR,1.05,0.3849,17731.85,6817.9,2019-01-01,4.71,0.2229299363057325,-0.42081076563852304
Pakistan,PAK,PKR,460.0,138.88,1653.41,173284.69,2019-01-01,4.71,97.66454352441613,-0.29677027992211885
Peru,PER,PEN,10.5,3.3485,6778.73,22104.59,2019-01-01,4.71,2.229299363057325,-0.33423940180459166
Philippines,PHL,PHP,140.0,52.3925,3153.31,158938.76,2019-01-01,4.71,29.723991507431,-0.43266705143997714
Poland,POL,PLN,10.5,3.74845,13819.83,52215.94,2019-01-01,4.71,2.229299363057325,-0.405274349916012
Portugal,PRT,EUR,3.25,0.872486149,21482.83,19023.44,2019-01-01,4.71,0.6900212314225053,-0.2091321653491312
Qatar,QAT,QAR,12.0,3.64125,59127.51,215224.15,2019-01-01,4.71,2.5477707006369426,-0.30030327479932917
Romania,ROU,RON,9.3,4.06695,10717.26,43352.78,2019-01-01,4.71,1.9745222929936308,-0.5144955573602747
Russia,RUS,RUB,110.17,66.685,10724.0,625294.12,2019-01-01,4.71,23.390658174097666,-0.64923658732702
Saudi Arabia,SAU,SAR,12.0,3.75115,23081.2,86554.49,2019-01-01,4.71,2.5477707006369426,-0.32080276698160765
Singapore,SGP,SGD,5.8,1.3559,61164.9,84464.14,2019-01-01,4.71,1.2314225053078556,-0.09180433268835793
Slovakia,SVK,EUR,3.2,0.872486149,17591.57,15577.66,2019-01-01,4.71,0.6794055201698515,-0.2212993628052983
Slovenia,SVN,EUR,2.3,0.872486149,23511.32,20819.69,2019-01-01,4.71,0.4883227176220806,-0.44030891701630825
Sweden,SWE,SEK,52.0,8.90625,53459.07,457014.17,2019-01-01,4.71,11.040339702760084,0.2396170894327112
Thailand,THA,THB,119.0,32.0075,6593.82,223792.88,2019-01-01,4.71,25.265392781316347,-0.21064148148664072
Turkey,TUR,TRY,10.75,5.3834,10628.9,38778.19,2019-01-01,4.71,2.2823779193205946,-0.5760341198275077
Taiwan,TWN,TWD,69.0,30.803,25061.62,762936.4,2019-01-01,4.71,14.64968152866242,-0.5244073132921333
Ukraine,UKR,UAH,54.0,27.8,2655.99,70657.18,2019-01-01,4.71,11.464968152866241,-0.587591073637905
Uruguay,URY,UYU,140.0,32.51,18626.98,533647.48,2019-01-01,4.71,29.723991507431,-0.08569696993445093
United States,USA,USD,4.71,1.0,59878.72,59878.72,2019-01-01,4.71,1.0,0.0
Vietnam,VNM,VND,65000.0,23199.0,2957.9,67191171.65,2019-01-01,4.71,13800.424628450106,-0.4051284698284363
South Africa,ZAF,ZAR,31.0,13.8675,6678.29,88938.16,2019-01-01,4.71,6.581740976645436,-0.5253837406421175
United Arab Emirates,ARE,AED,14.75,3.67315,41971.75,154141.26,2019-07-09,4.71,3.1316348195329087,-0.1474252836031993
Argentina,ARG,ARS,120.0,41.8045,14618.33,242031.43,2019-07-09,4.71,25.477707006369428,-0.39055108884523365
Australia,AUS,AUD,6.15,1.443626389,55804.16,72777.93,2019-07-09,4.71,1.3057324840764333,-0.09551910797300255
Austria,AUT,EUR,3.81,0.892339267,47320.54,41903.19,2019-07-09,4.71,0.8089171974522293,-0.09348694227951156
Azerbaijan,AZE,AZN,3.95,1.6965,4217.65,7170.01,2019-07-09,4.71,0.8386411889596603,-0.5056639027647154
Belgium,BEL,EUR,4.2,0.892339267,44274.07,39205.49,2019-07-09,4.71,0.89171974522293,-0.0006942670797765434
Bahrain,BHR,BHD,1.4,0.377,23631.59,8885.48,2019-07-09,4.71,0.29723991507430997,-0.21156521200448283
Brazil,BRA,BRL,17.5,3.8073,10419.58,33252.86,2019-07-09,4.71,3.715498938428875,-0.024111853957167896
Canada,CAN,CAD,6.77,1.31305,45191.99,58656.31,2019-07-09,4.71,1.4373673036093417,0.09467827090311996
Switzerland,CHE,CHF,6.5,0.99355,82584.38,81320.15,2019-07-09,4.71,1.3800424628450105,0.3890015226662075
Chile,CHL,CLP,2640.0,689.75,15003.77,9735221.28,2019-07-09,4.71,560.5095541401274,-0.1873728827254405
China,CHN,CNY,21.0,6.8846,8760.26,59208.4,2019-07-09,4.71,4.45859872611465,-0.352380860745047
Colombia,COL,COP,11900.0,3227.0,6577.29,19411356.58,2019-07-09,4.71,2526.539278131635,-0.21706251065025256
Costa Rica,CRI,CRC,2290.0,581.935,12185.26,6915180.15,2019-07-09,4.71,486.1995753715499,-0.164512230108947
Czech Republic,CZE,CZK,85.0,22.7993,20605.83,481688.64,2019-07-09,4.71,18.046709129511676,-0.20845336788797564
Germany,DEU,EUR,4.14,0.892339267,44636.83,39526.72,2019-07-09,4.71,0.8789808917197451,-0.014970063264351284
Denmark,DNK,DKK,30.0,6.6593,57772.55,381466.02,2019-07-09,4.71,6.369426751592357,-0.043529086902173345
Egypt,EGY,EGP,42.0,16.615,2592.71,38402.31,2019-07-09,4.71,8.9171974522293,-0.4633043964953777
Spain,ESP,EUR,3.95,0.892339267,28211.93,24982.17,2019-07-09,4.71,0.8386411889596603,-0.06017675118217078
Estonia,EST,EUR,3.2,0.892339267,20430.57,18091.64,2019-07-09,4.71,0.6794055201698515,-0.2386242034893535
Euro area,EUZ,EUR,4.08,0.892339267,37625.3983272487,33317.9417601676,2019-07-09,4.71,0.8662420382165605,-0.029245859448925778
Finland,FIN,EUR,4.75,0.892339267,46437.21,41120.99,2019-07-09,4.71,1.0084925690021231,0.13016719794549078
France,FRA,EUR,4.2,0.892339267,40134.13,35539.49,2019-07-09,4.71,0.89171974522293,-0.0006942670797765434
Britain,GBR,GBP,3.29,0.802181935,40666.83,31571.9,2019-07-09,4.71,0.6985138004246285,-0.12923269653955932
Greece,GRC,EUR,3.3,0.892339267,18552.18,16428.29,2019-07-09,4.71,0.7006369426751592,-0.21483120984839593
Guatemala,GTM,GTQ,25.0,7.6802,4234.38,31126.7,2019-07-09,4.71,5.307855626326964,-0.3088909629531831
Hong Kong,HKG,HKD,20.5,7.8105,46025.67,358689.51,2019-07-09,4.71,4.352441613588111,-0.4427448161336521
Honduras,HND,HNL,86.0,24.4834,2451.94,57588.83,2019-07-09,4.71,18.259023354564757,-0.25422844235013287
Croatia,HRV,HRK,22.0,6.5981,13556.32,12004.36,2019-07-09,4.71,4.670912951167728,-0.2920821219490871
Hungary,HUN,HUF,900.0,290.5412,14606.27,4008446.32,2019-07-09,4.71,191.0828025477707,-0.3423211491252507
Indonesia,IDN,IDR,32000.0,14130.0,3885.47,51997473.56,2019-07-09,4.71,6794.055201698514,-0.5191751449611809
India,IND,INR,183.0,68.5544,1957.97,126200.67,2019-07-09,4.71,38.853503184713375,-0.43324566789712443
Ireland,IRL,EUR,4.3,0.892339267,69864.67,61866.42,2019-07-09,4.71,0.9129511677282378,0.023098726561181154
Israel,ISR,ILS,17.0,3.5667,40603.84,146155.79,2019-07-09,4.71,3.6093418259023355,0.011955540388127838
Italy,ITA,EUR,4.3,0.892339267,32648.76,28911.06,2019-07-09,4.71,0.9129511677282378,0.023098726561181154
Jordan,JOR,JOD,2.3,0.709,4257.91,3018.85,2019-07-09,4.71,0.4883227176220806,-0.3112514561042586
Japan,JPN,JPY,390.0,108.765,38903.3,4363632.78,2019-07-09,4.71,82.80254777070064,-0.23870226846227516
South Korea,KOR,KRW,4500.0,1180.55,31600.74,35740457.55,2019-07-09,4.71,955.4140127388536,-0.19070432193566253
Kuwait,KWT,KWD,1.1,0.3045,26816.64,8134.83,2019-07-09,4.71,0.23354564755838644,-0.23301921984109542
Lebanon,LBN,LBP,6500.0,1507.0,7776.01,11722338.7,2019-07-09,4.71,1380.0424628450107,-0.08424521377238836
Sri Lanka,LKA,LKR,640.0,175.675,4401.06,670925.15,2019-07-09,4.71,135.88110403397027,-0.2265199713449821
Lithuania,LTU,EUR,2.85,0.892339267,16879.45,14947.06,2019-07-09,4.71,0.6050955414012739,-0.32189968123270557
Latvia,LVA,EUR,2.85,0.892339267,15626.28,13837.35,2019-07-09,4.71,0.6050955414012739,-0.32189968123270557
Moldova,MDA,MDL,43.0,17.8142,3422.64,63313.07,2019-07-09,4.71,9.129511677282379,-0.4875149219565078
Mexico,MEX,MXN,50.0,18.89525,9599.36,181682.49,2019-07-09,4.71,10.615711252653927,-0.43818095803686496
Malaysia,MYS,MYR,8.85,4.1425,9965.12,42854.42,2019-07-09,4.71,1.8789808917197452,-0.5464137859457464
Nicaragua,NIC,NIO,110.0,33.1621,2147.86,64544.53,2019-07-09,4.71,23.35456475583864,-0.29574530093574775
Netherlands,NLD,EUR,4.06,0.892339267,48799.87,43213.17,2019-07-09,4.71,0.8619957537154989,-0.03400445817711744
Norway,NOR,NOK,42.0,8.65275,75940.15,628151.62,2019-07-09,4.71,8.9171974522293,0.030562243475114836
